Employment,EdLevel,YearsCode,YearsCodePro,OrgSize,Country,Gender,WorkExp,RemoteWork,Compensation_usd
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Man,3,"Hybrid (some remote, some in-person)",48400
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,2,"1,000 to 4,999 employees",United States of America,Man,1,"Hybrid (some remote, some in-person)",200000
"Employed, part-time",Some college/university study without earning a degree,5,3,100 to 499 employees,United States of America,Woman,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,12,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,26,"Hybrid (some remote, some in-person)",37994
"Employed, full-time",Some college/university study without earning a degree,9,7,"1,000 to 4,999 employees",United States of America,Man,7,Fully remote,200000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,"10,000 or more employees",United States of America,Man,3,"Hybrid (some remote, some in-person)",246000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,7,10 to 19 employees,United States of America,Man,7,Fully remote,175000
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,26,15,10 to 19 employees,Germany,Man,NA,Fully remote,5300
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,2,"1,000 to 4,999 employees",United States of America,Woman,2,Fully remote,165
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,7,20 to 99 employees,United States of America,Woman,13,"Hybrid (some remote, some in-person)",250000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,NA,2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Man,1,Fully remote,84700
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,7,10 to 19 employees,Germany,Man,NA,Fully remote,NA
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45,35,2 to 9 employees,Germany,Man,NA,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,3,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,13,Fully remote,72600
"Employed, full-time",Some college/university study without earning a degree,17,11,20 to 99 employees,United States of America,Man,11,"Hybrid (some remote, some in-person)",145000
"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38,32,10 to 19 employees,United States of America,Man,30,"Hybrid (some remote, some in-person)",87000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38,30,"10,000 or more employees",United States of America,Man,30,Fully remote,100000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,2,"10,000 or more employees",United States of America,Man,2,"Hybrid (some remote, some in-person)",104000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,6,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,6,"Hybrid (some remote, some in-person)",99220
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50,25,500 to 999 employees,United States of America,Man,50,"Hybrid (some remote, some in-person)",100000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",15,10,100 to 499 employees,United States of America,Man,11,"Hybrid (some remote, some in-person)",220000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,15,"10,000 or more employees",United States of America,Man,15,Fully remote,380900
"Employed, full-time",Some college/university study without earning a degree,11,10,"10,000 or more employees",United States of America,Man,11,"Hybrid (some remote, some in-person)",215000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,12,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,12,Fully remote,169400
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,6,"10,000 or more employees",United States of America,Man,6,"Hybrid (some remote, some in-person)",300000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11,10,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Man,16,Fully remote,81070
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,1,100 to 499 employees,United States of America,Man,12,Fully remote,92000
"Employed, full-time",Some college/university study without earning a degree,11,5,"1,000 to 4,999 employees",United States of America,Man,11,Fully remote,120000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,2,I don’t know,United States of America,Man,NA,"Hybrid (some remote, some in-person)",100000
"Employed, full-time","Associate degree (A.A., A.S., etc.)",42,39,100 to 499 employees,United States of America,Man,42,"Hybrid (some remote, some in-person)",225000
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12,6,10 to 19 employees,Germany,Man,6,Fully remote,2438
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,10,100 to 499 employees,United States of America,Woman,15,Fully remote,178000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,6,500 to 999 employees,United States of America,Man,6,Fully remote,143000
"Employed, full-time",Something else,10,6,20 to 99 employees,Germany,Man,10,"Hybrid (some remote, some in-person)",4452
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,"10,000 or more employees",United States of America,Man,3,"Hybrid (some remote, some in-person)",300000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,4,"10,000 or more employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",220000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",29,27,100 to 499 employees,United States of America,Man,27,Fully remote,115000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",19,18,20 to 99 employees,United States of America,Man,20,"Hybrid (some remote, some in-person)",140000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,5,I don’t know,United States of America,Man,5,"Hybrid (some remote, some in-person)",95000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,30,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Man,30,Fully remote,280000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,5,"10,000 or more employees",United States of America,Man,5,Fully remote,NA
"Employed, full-time",Some college/university study without earning a degree,13,7,"1,000 to 4,999 employees",United States of America,"Non-binary, genderqueer, or gender non-conforming",9,Fully remote,67000
"Employed, part-time",Primary/elementary school,7,NA,20 to 99 employees,United States of America,Man,1,Fully remote,NA
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",29,24,"10,000 or more employees",United States of America,Man,24,"Hybrid (some remote, some in-person)",100000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,15,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,"Man;Or, in your own words:",15,Fully remote,84700
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,100 to 499 employees,United States of America,Man,6,Fully remote,90000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,24,"1,000 to 4,999 employees",United States of America,Man,24,Fully remote,90000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,13,2 to 9 employees,United States of America,Man,20,Fully remote,150000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,10,500 to 999 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",122000
"Employed, full-time",Some college/university study without earning a degree,15,10,10 to 19 employees,United States of America,Man,12,"Hybrid (some remote, some in-person)",150000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,24,2 to 9 employees,United States of America,Man,NA,"Hybrid (some remote, some in-person)",175000
"Employed, full-time","Associate degree (A.A., A.S., etc.)",18,16,100 to 499 employees,United States of America,Man,NA,Fully remote,185000
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,18,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,Woman,NA,Fully remote,1100
"Employed, full-time",Some college/university study without earning a degree,35,40,"5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,35,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,4,"5,000 to 9,999 employees",Germany,Man,4,"Hybrid (some remote, some in-person)",6148
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,8,20 to 99 employees,Germany,Man,15,"Hybrid (some remote, some in-person)",71020
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"10,000 or more employees",United States of America,Man,4,Fully remote,240000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,15,2 to 9 employees,United States of America,Man,15,Fully remote,200000
"Employed, full-time","Associate degree (A.A., A.S., etc.)",20,4,"10,000 or more employees",United States of America,Man,22,Fully remote,120000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,4,"1,000 to 4,999 employees",United States of America,Man,4,"Hybrid (some remote, some in-person)",175000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,23,"1,000 to 4,999 employees",United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,8,20 to 99 employees,United States of America,Man,8,Fully remote,154000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,8,"1,000 to 4,999 employees",United States of America,Man,NA,"Hybrid (some remote, some in-person)",98000
"Employed, full-time",Some college/university study without earning a degree,15,11,500 to 999 employees,United States of America,Man,19,Fully remote,85000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",26,24,500 to 999 employees,United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,10,"10,000 or more employees",Germany,Man,11,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,15,20 to 99 employees,United States of America,Man,15,Fully remote,132000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,6,20 to 99 employees,United States of America,Man,5,Fully remote,120000
"Employed, full-time","Professional degree (JD, MD, etc.)",NA,NA,2 to 9 employees,United States of America,Man,NA,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,4,"10,000 or more employees",United States of America,Man,5,"Hybrid (some remote, some in-person)",73000
"Employed, full-time","Other doctoral degree (Ph.D., Ed.D., etc.)",43,21,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,25,"Hybrid (some remote, some in-person)",121000
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,3,500 to 999 employees,United States of America,Man,NA,Fully remote,150000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,4,"10,000 or more employees",United States of America,Man,4,"Hybrid (some remote, some in-person)",NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,6,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Man,4,Fully remote,78650
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,9,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Man,12,Fully remote,145200
"Employed, full-time",Some college/university study without earning a degree,2,NA,"1,000 to 4,999 employees",United States of America,Man,1,Fully remote,32000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,17,"10,000 or more employees",United States of America,Man,17,"Hybrid (some remote, some in-person)",430000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,4,100 to 499 employees,United States of America,Man,5,Fully remote,185000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,5,"1,000 to 4,999 employees",United States of America,Man,NA,Fully remote,118000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,17,"10,000 or more employees",United States of America,Man,17,"Hybrid (some remote, some in-person)",150000
"Employed, full-time",Some college/university study without earning a degree,40,28,"1,000 to 4,999 employees",United States of America,Man,28,Fully remote,NA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,4,20 to 99 employees,United States of America,Man,4,Fully remote,210000
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,12,100 to 499 employees,United States of America,Man,12,Fully remote,240000
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,24,I don’t know,United States of America,Man,NA,"Hybrid (some remote, some in-person)",NA
